[2024-11-02 17:25:04] INFO: Trying to assign LLOD 16274 (oilderricklod02) to HLOD 3427 (derrick01), which already has LLOD 16273 (oilderricklod01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3760 (lodcanhou01_lax) to HLOD 3759 (vencanhou01_lax), which already has LLOD 3760 (lodcanhou01_lax) - LAw
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3718 (lodnphouse01_lax) to HLOD 3639 (glenphouse01_lax), which already has LLOD 3718 (lodnphouse01_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3760 (lodcanhou01_lax) to HLOD 3759 (vencanhou01_lax), which already has LLOD 3760 (lodcanhou01_lax) - LAw
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3720 (lodnphouse03_lax) to HLOD 3642 (glenphouse03_lax), which already has LLOD 3720 (lodnphouse03_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3718 (lodnphouse01_lax) to HLOD 3639 (glenphouse01_lax), which already has LLOD 3718 (lodnphouse01_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3719 (lodnphouse02_lax) to HLOD 3640 (glenphouse02_lax), which already has LLOD 3719 (lodnphouse02_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3720 (lodnphouse03_lax) to HLOD 3642 (glenphouse03_lax), which already has LLOD 3720 (lodnphouse03_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3718 (lodnphouse01_lax) to HLOD 3639 (glenphouse01_lax), which already has LLOD 3718 (lodnphouse01_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3718 (lodnphouse01_lax) to HLOD 3639 (glenphouse01_lax), which already has LLOD 3718 (lodnphouse01_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3718 (lodnphouse01_lax) to HLOD 3639 (glenphouse01_lax), which already has LLOD 3718 (lodnphouse01_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3719 (lodnphouse02_lax) to HLOD 3640 (glenphouse02_lax), which already has LLOD 3719 (lodnphouse02_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3760 (lodcanhou01_lax) to HLOD 3759 (vencanhou01_lax), which already has LLOD 3760 (lodcanhou01_lax) - LAw
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3719 (lodnphouse02_lax) to HLOD 3640 (glenphouse02_lax), which already has LLOD 3719 (lodnphouse02_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3720 (lodnphouse03_lax) to HLOD 3642 (glenphouse03_lax), which already has LLOD 3720 (lodnphouse03_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3718 (lodnphouse01_lax) to HLOD 3639 (glenphouse01_lax), which already has LLOD 3718 (lodnphouse01_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3778 (lodmonbhut1_lax01) to HLOD 3615 (sanmonbhut1_law2), which already has LLOD 3778 (lodmonbhut1_lax01) - LAw2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3778 (lodmonbhut1_lax01) to HLOD 3615 (sanmonbhut1_law2), which already has LLOD 3778 (lodmonbhut1_lax01) - LAw2  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3778 (lodmonbhut1_lax01) to HLOD 3615 (sanmonbhut1_law2), which already has LLOD 3778 (lodmonbhut1_lax01) - LAw2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3778 (lodmonbhut1_lax01) to HLOD 3615 (sanmonbhut1_law2), which already has LLOD 3778 (lodmonbhut1_lax01) - LAw2  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3750 (lodbgate01_lax) to HLOD 3749 (clubgate01_lax), which already has LLOD 3750 (lodbgate01_lax) - LAw2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3750 (lodbgate01_lax) to HLOD 3749 (clubgate01_lax), which already has LLOD 3750 (lodbgate01_lax) - LAw2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3680 (lodnhousegreyrs) to HLOD 3678 (lawnhousegreyrs), which already has LLOD 3680 (lodnhousegreyrs) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3679 (lodnhousereda) to HLOD 3676 (lawnhousereda), which already has LLOD 3679 (lodnhousereda) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3685 (lodlawnapartmnt) to HLOD 3684 (lawnapartmnt), which already has LLOD 3685 (lodlawnapartmnt) - LaWn
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3685 (lodlawnapartmnt) to HLOD 3684 (lawnapartmnt), which already has LLOD 3685 (lodlawnapartmnt) - LaWn  [DUP x4]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3777 (lodbstage01) to HLOD 3776 (ci_bstage), which already has LLOD 3777 (lodbstage01) - LaWn
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3681 (lodnhousegreyls) to HLOD 3677 (lawnhousegreyls), which already has LLOD 3681 (lodnhousegreyls) - LaWn
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3681 (lodnhousegreyls) to HLOD 3677 (lawnhousegreyls), which already has LLOD 3681 (lodnhousegreyls) - LaWn  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3680 (lodnhousegreyrs) to HLOD 3678 (lawnhousegreyrs), which already has LLOD 3680 (lodnhousegreyrs) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3679 (lodnhousereda) to HLOD 3676 (lawnhousereda), which already has LLOD 3679 (lodnhousereda) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3777 (lodbstage01) to HLOD 3776 (ci_bstage), which already has LLOD 3777 (lodbstage01) - LaWn
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3685 (lodlawnapartmnt) to HLOD 3684 (lawnapartmnt), which already has LLOD 3685 (lodlawnapartmnt) - LaWn
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3685 (lodlawnapartmnt) to HLOD 3684 (lawnapartmnt), which already has LLOD 3685 (lodlawnapartmnt) - LaWn
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3681 (lodnhousegreyls) to HLOD 3677 (lawnhousegreyls), which already has LLOD 3681 (lodnhousegreyls) - LaWn
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3680 (lodnhousegreyrs) to HLOD 3678 (lawnhousegreyrs), which already has LLOD 3680 (lodnhousegreyrs) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3681 (lodnhousegreyls) to HLOD 3677 (lawnhousegreyls), which already has LLOD 3681 (lodnhousegreyls) - LaWn
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3679 (lodnhousereda) to HLOD 3676 (lawnhousereda), which already has LLOD 3679 (lodnhousereda) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe  [DUP x7]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe  [DUP x7]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3840 (lod_hse_06_sfxrf) to HLOD 3826 (box_hse_06_sfxrf), which already has LLOD 3840 (lod_hse_06_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3831 (lod_hse_09_sfxrf) to HLOD 3820 (box_hse_09_sfxrf), which already has LLOD 3831 (lod_hse_09_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3835 (lod_hse_10_sfxrf) to HLOD 3824 (box_hse_10_sfxrf), which already has LLOD 3835 (lod_hse_10_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3836 (lod_hse_08_sfxrf) to HLOD 3830 (box_hse_08_sfxrf), which already has LLOD 3836 (lod_hse_08_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3841 (lod_hse_01_sfxrf) to HLOD 3825 (box_hse_01_sfxrf), which already has LLOD 3841 (lod_hse_01_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3834 (lod_hse_11_sfxrf) to HLOD 3823 (box_hse_11_sfxrf), which already has LLOD 3834 (lod_hse_11_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3838 (lod_hse_07_sfxrf) to HLOD 3827 (box_hse_07_sfxrf), which already has LLOD 3838 (lod_hse_07_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3835 (lod_hse_10_sfxrf) to HLOD 3824 (box_hse_10_sfxrf), which already has LLOD 3835 (lod_hse_10_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3841 (lod_hse_01_sfxrf) to HLOD 3825 (box_hse_01_sfxrf), which already has LLOD 3841 (lod_hse_01_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3838 (lod_hse_07_sfxrf) to HLOD 3827 (box_hse_07_sfxrf), which already has LLOD 3838 (lod_hse_07_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3839 (lod_hse_04_sfxrf) to HLOD 3829 (box_hse_04_sfxrf), which already has LLOD 3839 (lod_hse_04_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3836 (lod_hse_08_sfxrf) to HLOD 3830 (box_hse_08_sfxrf), which already has LLOD 3836 (lod_hse_08_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3837 (lod_hse_05_sfxrf) to HLOD 3828 (box_hse_05_sfxrf), which already has LLOD 3837 (lod_hse_05_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3833 (lod_hse_03_sfxrf) to HLOD 3822 (box_hse_03_sfxrf), which already has LLOD 3833 (lod_hse_03_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3832 (lod_hse_02_sfxrf) to HLOD 3821 (box_hse_02_sfxrf), which already has LLOD 3832 (lod_hse_02_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3831 (lod_hse_09_sfxrf) to HLOD 3820 (box_hse_09_sfxrf), which already has LLOD 3831 (lod_hse_09_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3835 (lod_hse_10_sfxrf) to HLOD 3824 (box_hse_10_sfxrf), which already has LLOD 3835 (lod_hse_10_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3836 (lod_hse_08_sfxrf) to HLOD 3830 (box_hse_08_sfxrf), which already has LLOD 3836 (lod_hse_08_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3841 (lod_hse_01_sfxrf) to HLOD 3825 (box_hse_01_sfxrf), which already has LLOD 3841 (lod_hse_01_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3840 (lod_hse_06_sfxrf) to HLOD 3826 (box_hse_06_sfxrf), which already has LLOD 3840 (lod_hse_06_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3837 (lod_hse_05_sfxrf) to HLOD 3828 (box_hse_05_sfxrf), which already has LLOD 3837 (lod_hse_05_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3835 (lod_hse_10_sfxrf) to HLOD 3824 (box_hse_10_sfxrf), which already has LLOD 3835 (lod_hse_10_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3839 (lod_hse_04_sfxrf) to HLOD 3829 (box_hse_04_sfxrf), which already has LLOD 3839 (lod_hse_04_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3837 (lod_hse_05_sfxrf) to HLOD 3828 (box_hse_05_sfxrf), which already has LLOD 3837 (lod_hse_05_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3833 (lod_hse_03_sfxrf) to HLOD 3822 (box_hse_03_sfxrf), which already has LLOD 3833 (lod_hse_03_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3831 (lod_hse_09_sfxrf) to HLOD 3820 (box_hse_09_sfxrf), which already has LLOD 3831 (lod_hse_09_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3832 (lod_hse_02_sfxrf) to HLOD 3821 (box_hse_02_sfxrf), which already has LLOD 3832 (lod_hse_02_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3833 (lod_hse_03_sfxrf) to HLOD 3822 (box_hse_03_sfxrf), which already has LLOD 3833 (lod_hse_03_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3837 (lod_hse_05_sfxrf) to HLOD 3828 (box_hse_05_sfxrf), which already has LLOD 3837 (lod_hse_05_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3836 (lod_hse_08_sfxrf) to HLOD 3830 (box_hse_08_sfxrf), which already has LLOD 3836 (lod_hse_08_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3839 (lod_hse_04_sfxrf) to HLOD 3829 (box_hse_04_sfxrf), which already has LLOD 3839 (lod_hse_04_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3838 (lod_hse_07_sfxrf) to HLOD 3827 (box_hse_07_sfxrf), which already has LLOD 3838 (lod_hse_07_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3840 (lod_hse_06_sfxrf) to HLOD 3826 (box_hse_06_sfxrf), which already has LLOD 3840 (lod_hse_06_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3841 (lod_hse_01_sfxrf) to HLOD 3825 (box_hse_01_sfxrf), which already has LLOD 3841 (lod_hse_01_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3835 (lod_hse_10_sfxrf) to HLOD 3824 (box_hse_10_sfxrf), which already has LLOD 3835 (lod_hse_10_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3834 (lod_hse_11_sfxrf) to HLOD 3823 (box_hse_11_sfxrf), which already has LLOD 3834 (lod_hse_11_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3831 (lod_hse_09_sfxrf) to HLOD 3820 (box_hse_09_sfxrf), which already has LLOD 3831 (lod_hse_09_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3832 (lod_hse_02_sfxrf) to HLOD 3821 (box_hse_02_sfxrf), which already has LLOD 3832 (lod_hse_02_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3833 (lod_hse_03_sfxrf) to HLOD 3822 (box_hse_03_sfxrf), which already has LLOD 3833 (lod_hse_03_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3837 (lod_hse_05_sfxrf) to HLOD 3828 (box_hse_05_sfxrf), which already has LLOD 3837 (lod_hse_05_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3839 (lod_hse_04_sfxrf) to HLOD 3829 (box_hse_04_sfxrf), which already has LLOD 3839 (lod_hse_04_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3838 (lod_hse_07_sfxrf) to HLOD 3827 (box_hse_07_sfxrf), which already has LLOD 3838 (lod_hse_07_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3832 (lod_hse_02_sfxrf) to HLOD 3821 (box_hse_02_sfxrf), which already has LLOD 3832 (lod_hse_02_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3841 (lod_hse_01_sfxrf) to HLOD 3825 (box_hse_01_sfxrf), which already has LLOD 3841 (lod_hse_01_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3835 (lod_hse_10_sfxrf) to HLOD 3824 (box_hse_10_sfxrf), which already has LLOD 3835 (lod_hse_10_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3834 (lod_hse_11_sfxrf) to HLOD 3823 (box_hse_11_sfxrf), which already has LLOD 3834 (lod_hse_11_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3834 (lod_hse_11_sfxrf) to HLOD 3823 (box_hse_11_sfxrf), which already has LLOD 3834 (lod_hse_11_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3835 (lod_hse_10_sfxrf) to HLOD 3824 (box_hse_10_sfxrf), which already has LLOD 3835 (lod_hse_10_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3836 (lod_hse_08_sfxrf) to HLOD 3830 (box_hse_08_sfxrf), which already has LLOD 3836 (lod_hse_08_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3831 (lod_hse_09_sfxrf) to HLOD 3820 (box_hse_09_sfxrf), which already has LLOD 3831 (lod_hse_09_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3832 (lod_hse_02_sfxrf) to HLOD 3821 (box_hse_02_sfxrf), which already has LLOD 3832 (lod_hse_02_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3833 (lod_hse_03_sfxrf) to HLOD 3822 (box_hse_03_sfxrf), which already has LLOD 3833 (lod_hse_03_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3837 (lod_hse_05_sfxrf) to HLOD 3828 (box_hse_05_sfxrf), which already has LLOD 3837 (lod_hse_05_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3839 (lod_hse_04_sfxrf) to HLOD 3829 (box_hse_04_sfxrf), which already has LLOD 3839 (lod_hse_04_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3838 (lod_hse_07_sfxrf) to HLOD 3827 (box_hse_07_sfxrf), which already has LLOD 3838 (lod_hse_07_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3840 (lod_hse_06_sfxrf) to HLOD 3826 (box_hse_06_sfxrf), which already has LLOD 3840 (lod_hse_06_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3841 (lod_hse_01_sfxrf) to HLOD 3825 (box_hse_01_sfxrf), which already has LLOD 3841 (lod_hse_01_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3840 (lod_hse_06_sfxrf) to HLOD 3826 (box_hse_06_sfxrf), which already has LLOD 3840 (lod_hse_06_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3837 (lod_hse_05_sfxrf) to HLOD 3828 (box_hse_05_sfxrf), which already has LLOD 3837 (lod_hse_05_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3837 (lod_hse_05_sfxrf) to HLOD 3828 (box_hse_05_sfxrf), which already has LLOD 3837 (lod_hse_05_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3839 (lod_hse_04_sfxrf) to HLOD 3829 (box_hse_04_sfxrf), which already has LLOD 3839 (lod_hse_04_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3833 (lod_hse_03_sfxrf) to HLOD 3822 (box_hse_03_sfxrf), which already has LLOD 3833 (lod_hse_03_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3835 (lod_hse_10_sfxrf) to HLOD 3824 (box_hse_10_sfxrf), which already has LLOD 3835 (lod_hse_10_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3831 (lod_hse_09_sfxrf) to HLOD 3820 (box_hse_09_sfxrf), which already has LLOD 3831 (lod_hse_09_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3835 (lod_hse_10_sfxrf) to HLOD 3824 (box_hse_10_sfxrf), which already has LLOD 3835 (lod_hse_10_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3836 (lod_hse_08_sfxrf) to HLOD 3830 (box_hse_08_sfxrf), which already has LLOD 3836 (lod_hse_08_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3834 (lod_hse_11_sfxrf) to HLOD 3823 (box_hse_11_sfxrf), which already has LLOD 3834 (lod_hse_11_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3838 (lod_hse_07_sfxrf) to HLOD 3827 (box_hse_07_sfxrf), which already has LLOD 3838 (lod_hse_07_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3846 (lod_hse_13_sfxrf) to HLOD 3845 (box_hse_13_sfxrf), which already has LLOD 3846 (lod_hse_13_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3848 (lod_hse_15_sfxrf) to HLOD 3844 (box_hse_15_sfxrf), which already has LLOD 3848 (lod_hse_15_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3846 (lod_hse_13_sfxrf) to HLOD 3845 (box_hse_13_sfxrf), which already has LLOD 3846 (lod_hse_13_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3848 (lod_hse_15_sfxrf) to HLOD 3844 (box_hse_15_sfxrf), which already has LLOD 3848 (lod_hse_15_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3849 (lod_hse_12_sfxrf) to HLOD 3843 (box_hse_12_sfxrf), which already has LLOD 3849 (lod_hse_12_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3848 (lod_hse_15_sfxrf) to HLOD 3844 (box_hse_15_sfxrf), which already has LLOD 3848 (lod_hse_15_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3836 (lod_hse_08_sfxrf) to HLOD 3830 (box_hse_08_sfxrf), which already has LLOD 3836 (lod_hse_08_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3831 (lod_hse_09_sfxrf) to HLOD 3820 (box_hse_09_sfxrf), which already has LLOD 3831 (lod_hse_09_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3835 (lod_hse_10_sfxrf) to HLOD 3824 (box_hse_10_sfxrf), which already has LLOD 3835 (lod_hse_10_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3836 (lod_hse_08_sfxrf) to HLOD 3830 (box_hse_08_sfxrf), which already has LLOD 3836 (lod_hse_08_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3841 (lod_hse_01_sfxrf) to HLOD 3825 (box_hse_01_sfxrf), which already has LLOD 3841 (lod_hse_01_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3846 (lod_hse_13_sfxrf) to HLOD 3845 (box_hse_13_sfxrf), which already has LLOD 3846 (lod_hse_13_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3840 (lod_hse_06_sfxrf) to HLOD 3826 (box_hse_06_sfxrf), which already has LLOD 3840 (lod_hse_06_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3837 (lod_hse_05_sfxrf) to HLOD 3828 (box_hse_05_sfxrf), which already has LLOD 3837 (lod_hse_05_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3849 (lod_hse_12_sfxrf) to HLOD 3843 (box_hse_12_sfxrf), which already has LLOD 3849 (lod_hse_12_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3848 (lod_hse_15_sfxrf) to HLOD 3844 (box_hse_15_sfxrf), which already has LLOD 3848 (lod_hse_15_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3846 (lod_hse_13_sfxrf) to HLOD 3845 (box_hse_13_sfxrf), which already has LLOD 3846 (lod_hse_13_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3836 (lod_hse_08_sfxrf) to HLOD 3830 (box_hse_08_sfxrf), which already has LLOD 3836 (lod_hse_08_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3835 (lod_hse_10_sfxrf) to HLOD 3824 (box_hse_10_sfxrf), which already has LLOD 3835 (lod_hse_10_sfxrf) - SFs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3815 (lodhangar1_sfxref) to HLOD 3814 (hangar1_sfxref), which already has LLOD 3815 (lodhangar1_sfxref) - SFSe
